date,arrival_time,hour,day_of_week,day_name,month,month_sin,month_cos,is_end_of_month,is_holiday,is_pre_holiday,is_peak_day,is_peak_hour,queue_length_at_arrival,waiting_time_min,service_time_min,total_time_in_system_min,queue_length_lag1,waiting_time_lag1,is_weekend
2026-02-19,2026-02-19 08:58:00,8,3,Thursday,2,0.5,0.866025,0,0,0,0,0,9,10.9,29.6,40.6,3.0,9.9,0
2026-02-19,2026-02-19 09:03:00,9,3,Thursday,2,0.5,0.866025,0,0,0,0,1,27,29.6,47.0,76.6,9.0,10.9,0
2026-02-19,2026-02-19 09:17:00,9,3,Thursday,2,0.5,0.866025,0,0,0,0,1,12,30.7,31.9,62.6,27.0,29.6,0
2026-02-19,2026-02-19 09:19:00,9,3,Thursday,2,0.5,0.866025,0,0,0,0,1,22,32.5,47.0,79.5,12.0,30.7,0
2026-02-19,2026-02-19 09:24:00,9,3,Thursday,2,0.5,0.866025,0,0,0,0,1,25,33.2,37.1,70.3,22.0,32.5,0
2026-02-19,2026-02-19 09:24:00,9,3,Thursday,2,0.5,0.866025,0,0,0,0,1,26,26.5,37.3,63.8,25.0,33.2,0
2026-02-19,2026-02-19 09:27:00,9,3,Thursday,2,0.5,0.866025,0,0,0,0,1,12,31.1,33.5,64.7,26.0,26.5,0
2026-02-19,2026-02-19 09:50:00,9,3,Thursday,2,0.5,0.866025,0,0,0,0,1,19,29.0,39.7,68.7,12.0,31.1,0
2026-02-19,2026-02-19 09:50:00,9,3,Thursday,2,0.5,0.866025,0,0,0,0,1,24,29.1,33.3,62.4,19.0,29.0,0
2026-02-19,2026-02-19 09:59:00,9,3,Thursday,2,0.5,0.866025,0,0,0,0,1,13,26.0,37.3,63.3,24.0,29.1,0
2026-02-19,2026-02-19 10:00:00,10,3,Thursday,2,0.5,0.866025,0,0,0,0,1,17,29.5,39.6,69.1,13.0,26.0,0
2026-02-19,2026-02-19 10:15:00,10,3,Thursday,2,0.5,0.866025,0,0,0,0,1,25,29.8,30.6,60.4,17.0,29.5,0
2026-02-19,2026-02-19 10:32:00,10,3,Thursday,2,0.5,0.866025,0,0,0,0,1,19,30.6,31.6,62.2,25.0,29.8,0
2026-02-19,2026-02-19 10:36:00,10,3,Thursday,2,0.5,0.866025,0,0,0,0,1,14,28.3,34.3,62.6,19.0,30.6,0
2026-02-19,2026-02-19 10:39:00,10,3,Thursday,2,0.5,0.866025,0,0,0,0,1,23,34.1,46.6,80.7,14.0,28.3,0
2026-02-19,2026-02-19 10:39:00,10,3,Thursday,2,0.5,0.866025,0,0,0,0,1,20,37.6,44.1,81.7,23.0,34.1,0
2026-02-19,2026-02-19 10:41:00,10,3,Thursday,2,0.5,0.866025,0,0,0,0,1,21,34.3,44.5,78.8,20.0,37.6,0
2026-02-19,2026-02-19 10:44:00,10,3,Thursday,2,0.5,0.866025,0,0,0,0,1,23,30.8,42.6,73.4,21.0,34.3,0
2026-02-19,2026-02-19 10:45:00,10,3,Thursday,2,0.5,0.866025,0,0,0,0,1,16,33.3,44.2,77.5,23.0,30.8,0
2026-02-19,2026-02-19 10:47:00,10,3,Thursday,2,0.5,0.866025,0,0,0,0,1,20,32.8,35.2,68.0,16.0,33.3,0
2026-02-19,2026-02-19 10:58:00,10,3,Thursday,2,0.5,0.866025,0,0,0,0,1,27,38.3,44.0,82.2,20.0,32.8,0
2026-02-19,2026-02-19 11:00:00,11,3,Thursday,2,0.5,0.866025,0,0,0,0,1,17,28.4,37.0,65.4,27.0,38.3,0
2026-02-19,2026-02-19 11:02:00,11,3,Thursday,2,0.5,0.866025,0,0,0,0,1,22,25.6,44.4,70.0,17.0,28.4,0
2026-02-19,2026-02-19 11:04:00,11,3,Thursday,2,0.5,0.866025,0,0,0,0,1,12,28.7,33.5,62.2,22.0,25.6,0
2026-02-19,2026-02-19 11:04:00,11,3,Thursday,2,0.5,0.866025,0,0,0,0,1,20,25.6,32.4,57.9,12.0,28.7,0
2026-02-19,2026-02-19 11:05:00,11,3,Thursday,2,0.5,0.866025,0,0,0,0,1,22,27.2,48.8,76.1,20.0,25.6,0
2026-02-19,2026-02-19 11:14:00,11,3,Thursday,2,0.5,0.866025,0,0,0,0,1,27,25.4,33.3,58.7,22.0,27.2,0
2026-02-19,2026-02-19 11:20:00,11,3,Thursday,2,0.5,0.866025,0,0,0,0,1,24,30.0,45.7,75.7,27.0,25.4,0
2026-02-19,2026-02-19 11:21:00,11,3,Thursday,2,0.5,0.866025,0,0,0,0,1,18,25.0,41.5,66.6,24.0,30.0,0
2026-02-19,2026-02-19 11:38:00,11,3,Thursday,2,0.5,0.866025,0,0,0,0,1,26,28.3,35.8,64.1,18.0,25.0,0
2026-02-19,2026-02-19 11:41:00,11,3,Thursday,2,0.5,0.866025,0,0,0,0,1,20,28.1,30.2,58.3,26.0,28.3,0
2026-02-19,2026-02-19 11:43:00,11,3,Thursday,2,0.5,0.866025,0,0,0,0,1,3,24.6,25.0,49.7,20.0,28.1,0
2026-02-19,2026-02-19 11:43:00,11,3,Thursday,2,0.5,0.866025,0,0,0,0,1,14,25.4,41.9,67.3,3.0,24.6,0
2026-02-19,2026-02-19 11:45:00,11,3,Thursday,2,0.5,0.866025,0,0,0,0,1,17,28.7,37.0,65.7,14.0,25.4,0
2026-02-19,2026-02-19 12:03:00,12,3,Thursday,2,0.5,0.866025,0,0,0,0,0,10,15.9,17.1,33.0,17.0,28.7,0
2026-02-19,2026-02-19 12:04:00,12,3,Thursday,2,0.5,0.866025,0,0,0,0,0,5,14.8,17.6,32.4,10.0,15.9,0
2026-02-19,2026-02-19 12:06:00,12,3,Thursday,2,0.5,0.866025,0,0,0,0,0,3,18.6,34.6,53.2,5.0,14.8,0
2026-02-19,2026-02-19 12:13:00,12,3,Thursday,2,0.5,0.866025,0,0,0,0,0,5,16.1,15.8,31.9,3.0,18.6,0
2026-02-19,2026-02-19 12:18:00,12,3,Thursday,2,0.5,0.866025,0,0,0,0,0,6,15.3,16.2,31.5,5.0,16.1,0
2026-02-19,2026-02-19 12:19:00,12,3,Thursday,2,0.5,0.866025,0,0,0,0,0,11,14.8,25.1,39.9,6.0,15.3,0
2026-02-19,2026-02-19 12:30:00,12,3,Thursday,2,0.5,0.866025,0,0,0,0,0,9,17.6,29.4,47.1,11.0,14.8,0
2026-02-19,2026-02-19 12:36:00,12,3,Thursday,2,0.5,0.866025,0,0,0,0,0,10,15.4,26.5,41.9,9.0,17.6,0
2026-02-19,2026-02-19 12:39:00,12,3,Thursday,2,0.5,0.866025,0,0,0,0,0,11,16.5,25.5,42.0,10.0,15.4,0
2026-02-19,2026-02-19 12:41:00,12,3,Thursday,2,0.5,0.866025,0,0,0,0,0,3,16.6,23.2,39.8,11.0,16.5,0
2026-02-19,2026-02-19 13:04:00,13,3,Thursday,2,0.5,0.866025,0,0,0,0,0,6,19.4,29.2,48.6,3.0,16.6,0
2026-02-19,2026-02-19 13:09:00,13,3,Thursday,2,0.5,0.866025,0,0,0,0,0,10,18.2,18.9,37.1,6.0,19.4,0
2026-02-19,2026-02-19 13:15:00,13,3,Thursday,2,0.5,0.866025,0,0,0,0,0,4,19.0,28.9,47.9,10.0,18.2,0
2026-02-19,2026-02-19 13:17:00,13,3,Thursday,2,0.5,0.866025,0,0,0,0,0,9,22.4,22.4,44.8,4.0,19.0,0
2026-02-19,2026-02-19 13:18:00,13,3,Thursday,2,0.5,0.866025,0,0,0,0,0,2,21.7,31.4,53.1,9.0,22.4,0
2026-02-19,2026-02-19 13:31:00,13,3,Thursday,2,0.5,0.866025,0,0,0,0,0,4,20.9,27.1,48.0,2.0,21.7,0
2026-02-19,2026-02-19 13:33:00,13,3,Thursday,2,0.5,0.866025,0,0,0,0,0,10,20.6,28.5,49.0,4.0,20.9,0
2026-02-19,2026-02-19 13:33:00,13,3,Thursday,2,0.5,0.866025,0,0,0,0,0,6,23.4,20.0,43.3,10.0,20.6,0
2026-02-19,2026-02-19 13:44:00,13,3,Thursday,2,0.5,0.866025,0,0,0,0,0,7,21.1,34.2,55.3,6.0,23.4,0
2026-02-19,2026-02-19 13:44:00,13,3,Thursday,2,0.5,0.866025,0,0,0,0,0,4,20.0,22.7,42.8,7.0,21.1,0
2026-02-19,2026-02-19 13:49:00,13,3,Thursday,2,0.5,0.866025,0,0,0,0,0,6,20.8,17.1,37.8,4.0,20.0,0
2026-02-19,2026-02-19 13:53:00,13,3,Thursday,2,0.5,0.866025,0,0,0,0,0,2,20.7,21.1,41.7,6.0,20.8,0
2026-02-19,2026-02-19 13:57:00,13,3,Thursday,2,0.5,0.866025,0,0,0,0,0,2,22.2,34.8,57.0,2.0,20.7,0
2026-02-19,2026-02-19 13:57:00,13,3,Thursday,2,0.5,0.866025,0,0,0,0,0,3,23.0,31.7,54.7,2.0,22.2,0
2026-02-19,2026-02-19 14:03:00,14,3,Thursday,2,0.5,0.866025,0,0,0,0,1,16,32.2,33.2,65.4,3.0,23.0,0
2026-02-19,2026-02-19 14:14:00,14,3,Thursday,2,0.5,0.866025,0,0,0,0,1,18,32.0,45.8,77.9,16.0,32.2,0
2026-02-19,2026-02-19 14:17:00,14,3,Thursday,2,0.5,0.866025,0,0,0,0,1,20,27.7,46.0,73.7,18.0,32.0,0
2026-02-19,2026-02-19 14:22:00,14,3,Thursday,2,0.5,0.866025,0,0,0,0,1,16,30.4,33.1,63.5,20.0,27.7,0
2026-02-19,2026-02-19 14:24:00,14,3,Thursday,2,0.5,0.866025,0,0,0,0,1,13,34.9,42.4,77.3,16.0,30.4,0
2026-02-19,2026-02-19 14:29:00,14,3,Thursday,2,0.5,0.866025,0,0,0,0,1,23,29.6,39.6,69.2,13.0,34.9,0
2026-02-19,2026-02-19 14:43:00,14,3,Thursday,2,0.5,0.866025,0,0,0,0,1,18,27.5,31.6,59.1,23.0,29.6,0
2026-02-19,2026-02-19 14:43:00,14,3,Thursday,2,0.5,0.866025,0,0,0,0,1,27,29.1,49.4,78.5,18.0,27.5,0
2026-02-19,2026-02-19 14:54:00,14,3,Thursday,2,0.5,0.866025,0,0,0,0,1,25,26.6,46.1,72.7,27.0,29.1,0
2026-02-19,2026-02-19 15:04:00,15,3,Thursday,2,0.5,0.866025,0,0,0,0,1,25,26.5,46.6,73.1,25.0,26.6,0
2026-02-19,2026-02-19 15:10:00,15,3,Thursday,2,0.5,0.866025,0,0,0,0,1,10,23.8,18.7,42.6,25.0,26.5,0
2026-02-19,2026-02-19 15:24:00,15,3,Thursday,2,0.5,0.866025,0,0,0,0,1,23,27.8,48.5,76.3,10.0,23.8,0
2026-02-19,2026-02-19 15:27:00,15,3,Thursday,2,0.5,0.866025,0,0,0,0,1,15,27.6,30.4,58.0,23.0,27.8,0
2026-02-19,2026-02-19 15:31:00,15,3,Thursday,2,0.5,0.866025,0,0,0,0,1,13,28.5,48.1,76.6,15.0,27.6,0
2026-02-19,2026-02-19 15:37:00,15,3,Thursday,2,0.5,0.866025,0,0,0,0,1,5,22.9,32.3,55.2,13.0,28.5,0
2026-02-19,2026-02-19 15:41:00,15,3,Thursday,2,0.5,0.866025,0,0,0,0,1,10,23.0,21.2,44.3,5.0,22.9,0
2026-02-19,2026-02-19 15:48:00,15,3,Thursday,2,0.5,0.866025,0,0,0,0,1,8,22.0,23.4,45.4,10.0,23.0,0
2026-02-19,2026-02-19 15:49:00,15,3,Thursday,2,0.5,0.866025,0,0,0,0,1,13,28.0,43.6,71.6,8.0,22.0,0
2026-02-19,2026-02-19 15:49:00,15,3,Thursday,2,0.5,0.866025,0,0,0,0,1,11,23.8,19.5,43.3,13.0,28.0,0
2026-02-19,2026-02-19 15:54:00,15,3,Thursday,2,0.5,0.866025,0,0,0,0,1,9,23.4,30.5,53.9,11.0,23.8,0
2026-02-19,2026-02-19 16:04:00,16,3,Thursday,2,0.5,0.866025,0,0,0,0,0,4,17.0,27.3,44.3,9.0,23.4,0
2026-02-19,2026-02-19 16:08:00,16,3,Thursday,2,0.5,0.866025,0,0,0,0,0,11,15.9,21.0,36.9,4.0,17.0,0
2026-02-19,2026-02-19 16:10:00,16,3,Thursday,2,0.5,0.866025,0,0,0,0,0,11,17.4,33.3,50.7,11.0,15.9,0
2026-02-19,2026-02-19 16:16:00,16,3,Thursday,2,0.5,0.866025,0,0,0,0,0,4,17.7,18.2,35.9,11.0,17.4,0
2026-02-19,2026-02-19 16:17:00,16,3,Thursday,2,0.5,0.866025,0,0,0,0,0,6,15.1,24.7,39.8,4.0,17.7,0
2026-02-19,2026-02-19 16:35:00,16,3,Thursday,2,0.5,0.866025,0,0,0,0,0,9,16.7,32.9,49.6,6.0,15.1,0
2026-02-19,2026-02-19 16:37:00,16,3,Thursday,2,0.5,0.866025,0,0,0,0,0,11,16.3,17.8,34.1,9.0,16.7,0
2026-02-19,2026-02-19 16:39:00,16,3,Thursday,2,0.5,0.866025,0,0,0,0,0,11,17.5,32.4,49.9,11.0,16.3,0
2026-02-19,2026-02-19 16:58:00,16,3,Thursday,2,0.5,0.866025,0,0,0,0,0,11,16.7,20.1,36.8,11.0,17.5,0
2026-02-20,2026-02-20 08:02:00,8,4,Friday,2,0.5,0.866025,0,0,0,1,0,3,24.1,22.1,46.2,8.0,25.0,0
2026-02-20,2026-02-20 08:07:00,8,4,Friday,2,0.5,0.866025,0,0,0,1,0,26,25.8,40.4,66.2,3.0,24.1,0
2026-02-20,2026-02-20 08:14:00,8,4,Friday,2,0.5,0.866025,0,0,0,1,0,10,22.7,31.7,54.5,26.0,25.8,0
2026-02-20,2026-02-20 08:14:00,8,4,Friday,2,0.5,0.866025,0,0,0,1,0,6,22.6,33.5,56.1,10.0,22.7,0
2026-02-20,2026-02-20 08:16:00,8,4,Friday,2,0.5,0.866025,0,0,0,1,0,11,23.5,27.8,51.3,6.0,22.6,0
2026-02-20,2026-02-20 08:19:00,8,4,Friday,2,0.5,0.866025,0,0,0,1,0,7,21.1,34.2,55.3,11.0,23.5,0
2026-02-20,2026-02-20 08:38:00,8,4,Friday,2,0.5,0.866025,0,0,0,1,0,4,23.3,33.4,56.7,7.0,21.1,0
2026-02-20,2026-02-20 08:51:00,8,4,Friday,2,0.5,0.866025,0,0,0,1,0,11,20.8,15.6,36.4,4.0,23.3,0
2026-02-20,2026-02-20 09:04:00,9,4,Friday,2,0.5,0.866025,0,0,0,1,1,34,56.7,58.5,115.2,11.0,20.8,0
2026-02-20,2026-02-20 09:14:00,9,4,Friday,2,0.5,0.866025,0,0,0,1,1,30,51.5,66.2,117.7,34.0,56.7,0
2026-02-20,2026-02-20 09:16:00,9,4,Friday,2,0.5,0.866025,0,0,0,1,1,41,56.0,53.2,109.1,30.0,51.5,0
2026-02-20,2026-02-20 09:21:00,9,4,Friday,2,0.5,0.866025,0,0,0,1,1,36,54.0,72.7,126.8,41.0,56.0,0
2026-02-20,2026-02-20 09:21:00,9,4,Friday,2,0.5,0.866025,0,0,0,1,1,26,45.0,31.8,76.8,36.0,54.0,0
2026-02-20,2026-02-20 09:25:00,9,4,Friday,2,0.5,0.866025,0,0,0,1,1,37,55.6,73.4,128.9,26.0,45.0,0
2026-02-20,2026-02-20 09:26:00,9,4,Friday,2,0.5,0.866025,0,0,0,1,1,34,59.3,65.9,125.2,37.0,55.6,0
2026-02-20,2026-02-20 09:32:00,9,4,Friday,2,0.5,0.866025,0,0,0,1,1,24,44.6,40.8,85.3,34.0,59.3,0
2026-02-20,2026-02-20 09:32:00,9,4,Friday,2,0.5,0.866025,0,0,0,1,1,29,58.8,56.2,115.0,24.0,44.6,0
2026-02-20,2026-02-20 09:43:00,9,4,Friday,2,0.5,0.866025,0,0,0,1,1,31,48.5,45.5,93.9,29.0,58.8,0
2026-02-20,2026-02-20 09:43:00,9,4,Friday,2,0.5,0.866025,0,0,0,1,1,39,51.8,50.1,101.9,31.0,48.5,0
2026-02-20,2026-02-20 09:49:00,9,4,Friday,2,0.5,0.866025,0,0,0,1,1,15,45.0,48.1,93.1,39.0,51.8,0
2026-02-20,2026-02-20 09:55:00,9,4,Friday,2,0.5,0.866025,0,0,0,1,1,31,58.9,66.4,125.3,15.0,45.0,0
2026-02-20,2026-02-20 09:59:00,9,4,Friday,2,0.5,0.866025,0,0,0,1,1,26,55.2,70.3,125.5,31.0,58.9,0
2026-02-20,2026-02-20 10:01:00,10,4,Friday,2,0.5,0.866025,0,0,0,1,1,38,58.4,68.9,127.2,26.0,55.2,0
2026-02-20,2026-02-20 10:12:00,10,4,Friday,2,0.5,0.866025,0,0,0,1,1,36,74.1,49.7,123.8,38.0,58.4,0
2026-02-20,2026-02-20 10:14:00,10,4,Friday,2,0.5,0.866025,0,0,0,1,1,33,65.2,56.4,121.6,36.0,74.1,0
2026-02-20,2026-02-20 10:18:00,10,4,Friday,2,0.5,0.866025,0,0,0,1,1,32,66.6,65.7,132.3,33.0,65.2,0
2026-02-20,2026-02-20 10:33:00,10,4,Friday,2,0.5,0.866025,0,0,0,1,1,33,65.7,67.3,133.0,32.0,66.6,0
2026-02-20,2026-02-20 10:48:00,10,4,Friday,2,0.5,0.866025,0,0,0,1,1,28,62.9,74.0,136.9,33.0,65.7,0
2026-02-20,2026-02-20 10:52:00,10,4,Friday,2,0.5,0.866025,0,0,0,1,1,30,64.2,51.7,116.0,28.0,62.9,0
2026-02-20,2026-02-20 10:53:00,10,4,Friday,2,0.5,0.866025,0,0,0,1,1,32,65.4,68.1,133.5,30.0,64.2,0
2026-02-20,2026-02-20 11:02:00,11,4,Friday,2,0.5,0.866025,0,0,0,1,1,44,57.8,62.7,120.5,32.0,65.4,0
2026-02-20,2026-02-20 11:04:00,11,4,Friday,2,0.5,0.866025,0,0,0,1,1,28,61.2,53.2,114.3,44.0,57.8,0
2026-02-20,2026-02-20 11:05:00,11,4,Friday,2,0.5,0.866025,0,0,0,1,1,44,58.3,58.4,116.7,28.0,61.2,0
2026-02-20,2026-02-20 11:11:00,11,4,Friday,2,0.5,0.866025,0,0,0,1,1,30,56.3,57.3,113.6,44.0,58.3,0
2026-02-20,2026-02-20 11:15:00,11,4,Friday,2,0.5,0.866025,0,0,0,1,1,29,61.6,48.4,110.0,30.0,56.3,0
2026-02-20,2026-02-20 11:19:00,11,4,Friday,2,0.5,0.866025,0,0,0,1,1,30,49.4,54.6,104.0,29.0,61.6,0
2026-02-20,2026-02-20 11:20:00,11,4,Friday,2,0.5,0.866025,0,0,0,1,1,43,52.1,64.4,116.5,30.0,49.4,0
2026-02-20,2026-02-20 11:28:00,11,4,Friday,2,0.5,0.866025,0,0,0,1,1,27,62.2,45.7,107.9,43.0,52.1,0
2026-02-20,2026-02-20 11:32:00,11,4,Friday,2,0.5,0.866025,0,0,0,1,1,29,49.1,57.7,106.8,27.0,62.2,0
2026-02-20,2026-02-20 11:33:00,11,4,Friday,2,0.5,0.866025,0,0,0,1,1,27,53.6,73.5,127.0,29.0,49.1,0
2026-02-20,2026-02-20 11:40:00,11,4,Friday,2,0.5,0.866025,0,0,0,1,1,38,61.2,55.0,116.2,27.0,53.6,0
2026-02-20,2026-02-20 11:43:00,11,4,Friday,2,0.5,0.866025,0,0,0,1,1,36,63.7,57.1,120.8,38.0,61.2,0
2026-02-20,2026-02-20 11:49:00,11,4,Friday,2,0.5,0.866025,0,0,0,1,1,40,59.9,59.0,118.9,36.0,63.7,0
2026-02-20,2026-02-20 11:50:00,11,4,Friday,2,0.5,0.866025,0,0,0,1,1,30,48.9,64.3,113.2,40.0,59.9,0
2026-02-20,2026-02-20 12:13:00,12,4,Friday,2,0.5,0.866025,0,0,0,1,0,2,23.1,24.4,47.5,30.0,48.9,0
2026-02-20,2026-02-20 12:14:00,12,4,Friday,2,0.5,0.866025,0,0,0,1,0,5,24.4,28.4,52.9,2.0,23.1,0
2026-02-20,2026-02-20 12:15:00,12,4,Friday,2,0.5,0.866025,0,0,0,1,0,23,27.9,38.7,66.6,5.0,24.4,0
2026-02-20,2026-02-20 12:18:00,12,4,Friday,2,0.5,0.866025,0,0,0,1,0,26,29.7,33.6,63.3,23.0,27.9,0
2026-02-20,2026-02-20 12:30:00,12,4,Friday,2,0.5,0.866025,0,0,0,1,0,27,28.3,49.7,78.1,26.0,29.7,0
2026-02-20,2026-02-20 12:31:00,12,4,Friday,2,0.5,0.866025,0,0,0,1,0,17,27.0,40.7,67.7,27.0,28.3,0
2026-02-20,2026-02-20 12:43:00,12,4,Friday,2,0.5,0.866025,0,0,0,1,0,8,23.1,31.2,54.3,17.0,27.0,0
2026-02-20,2026-02-20 12:47:00,12,4,Friday,2,0.5,0.866025,0,0,0,1,0,25,27.7,46.7,74.4,8.0,23.1,0
2026-02-20,2026-02-20 12:57:00,12,4,Friday,2,0.5,0.866025,0,0,0,1,0,2,24.0,19.1,43.1,25.0,27.7,0
2026-02-20,2026-02-20 13:03:00,13,4,Friday,2,0.5,0.866025,0,0,0,1,0,25,51.7,50.7,102.4,2.0,24.0,0
2026-02-20,2026-02-20 13:04:00,13,4,Friday,2,0.5,0.866025,0,0,0,1,0,42,51.5,72.0,123.6,25.0,51.7,0
2026-02-20,2026-02-20 13:08:00,13,4,Friday,2,0.5,0.866025,0,0,0,1,0,14,42.9,34.0,76.9,42.0,51.5,0
2026-02-20,2026-02-20 13:11:00,13,4,Friday,2,0.5,0.866025,0,0,0,1,0,26,53.1,53.3,106.3,14.0,42.9,0
2026-02-20,2026-02-20 13:16:00,13,4,Friday,2,0.5,0.866025,0,0,0,1,0,40,45.6,63.8,109.3,26.0,53.1,0
2026-02-20,2026-02-20 13:18:00,13,4,Friday,2,0.5,0.866025,0,0,0,1,0,25,43.8,48.4,92.2,40.0,45.6,0
2026-02-20,2026-02-20 13:22:00,13,4,Friday,2,0.5,0.866025,0,0,0,1,0,41,46.8,58.0,104.8,25.0,43.8,0
2026-02-20,2026-02-20 13:23:00,13,4,Friday,2,0.5,0.866025,0,0,0,1,0,44,56.5,63.6,120.2,41.0,46.8,0
2026-02-20,2026-02-20 13:30:00,13,4,Friday,2,0.5,0.866025,0,0,0,1,0,40,49.0,74.9,123.9,44.0,56.5,0
2026-02-20,2026-02-20 13:35:00,13,4,Friday,2,0.5,0.866025,0,0,0,1,0,32,54.3,54.8,109.1,40.0,49.0,0
2026-02-20,2026-02-20 13:41:00,13,4,Friday,2,0.5,0.866025,0,0,0,1,0,35,51.3,74.3,125.6,32.0,54.3,0
2026-02-20,2026-02-20 13:46:00,13,4,Friday,2,0.5,0.866025,0,0,0,1,0,35,54.9,68.5,123.4,35.0,51.3,0
2026-02-20,2026-02-20 13:54:00,13,4,Friday,2,0.5,0.866025,0,0,0,1,0,36,52.0,55.5,107.6,35.0,54.9,0
2026-02-20,2026-02-20 13:57:00,13,4,Friday,2,0.5,0.866025,0,0,0,1,0,36,55.1,65.8,120.9,36.0,52.0,0
2026-02-20,2026-02-20 14:04:00,14,4,Friday,2,0.5,0.866025,0,0,0,1,1,43,64.1,65.1,129.1,36.0,55.1,0
2026-02-20,2026-02-20 14:06:00,14,4,Friday,2,0.5,0.866025,0,0,0,1,1,25,69.9,56.0,125.9,43.0,64.1,0
2026-02-20,2026-02-20 14:10:00,14,4,Friday,2,0.5,0.866025,0,0,0,1,1,27,63.2,45.6,108.8,25.0,69.9,0
2026-02-20,2026-02-20 14:10:00,14,4,Friday,2,0.5,0.866025,0,0,0,1,1,41,66.5,72.1,138.5,27.0,63.2,0
2026-02-20,2026-02-20 14:12:00,14,4,Friday,2,0.5,0.866025,0,0,0,1,1,35,67.5,73.9,141.4,41.0,66.5,0
2026-02-20,2026-02-20 14:26:00,14,4,Friday,2,0.5,0.866025,0,0,0,1,1,31,64.5,70.0,134.5,35.0,67.5,0
2026-02-20,2026-02-20 14:26:00,14,4,Friday,2,0.5,0.866025,0,0,0,1,1,30,59.8,62.9,122.7,31.0,64.5,0
2026-02-20,2026-02-20 14:37:00,14,4,Friday,2,0.5,0.866025,0,0,0,1,1,39,58.0,56.8,114.9,30.0,59.8,0
2026-02-20,2026-02-20 14:44:00,14,4,Friday,2,0.5,0.866025,0,0,0,1,1,39,56.5,58.8,115.4,39.0,58.0,0
2026-02-20,2026-02-20 14:49:00,14,4,Friday,2,0.5,0.866025,0,0,0,1,1,27,61.1,47.0,108.0,39.0,56.5,0
2026-02-20,2026-02-20 14:49:00,14,4,Friday,2,0.5,0.866025,0,0,0,1,1,30,54.9,65.9,120.8,27.0,61.1,0
2026-02-20,2026-02-20 14:54:00,14,4,Friday,2,0.5,0.866025,0,0,0,1,1,37,61.0,70.3,131.2,30.0,54.9,0
2026-02-20,2026-02-20 15:15:00,15,4,Friday,2,0.5,0.866025,0,0,0,1,1,40,54.0,52.4,106.4,37.0,61.0,0
2026-02-20,2026-02-20 15:18:00,15,4,Friday,2,0.5,0.866025,0,0,0,1,1,39,54.8,62.8,117.6,40.0,54.0,0
2026-02-20,2026-02-20 15:26:00,15,4,Friday,2,0.5,0.866025,0,0,0,1,1,27,49.9,63.1,113.0,39.0,54.8,0
2026-02-20,2026-02-20 15:31:00,15,4,Friday,2,0.5,0.866025,0,0,0,1,1,31,48.3,63.5,111.7,27.0,49.9,0
2026-02-20,2026-02-20 15:34:00,15,4,Friday,2,0.5,0.866025,0,0,0,1,1,42,57.3,52.9,110.1,31.0,48.3,0
2026-02-20,2026-02-20 15:43:00,15,4,Friday,2,0.5,0.866025,0,0,0,1,1,38,55.8,64.1,119.9,42.0,57.3,0
2026-02-20,2026-02-20 15:47:00,15,4,Friday,2,0.5,0.866025,0,0,0,1,1,39,49.3,67.8,117.1,38.0,55.8,0
2026-02-20,2026-02-20 15:49:00,15,4,Friday,2,0.5,0.866025,0,0,0,1,1,43,52.1,62.6,114.7,39.0,49.3,0
2026-02-20,2026-02-20 15:50:00,15,4,Friday,2,0.5,0.866025,0,0,0,1,1,30,56.1,64.0,120.1,43.0,52.1,0
2026-02-20,2026-02-20 15:56:00,15,4,Friday,2,0.5,0.866025,0,0,0,1,1,43,51.4,69.6,121.1,30.0,56.1,0
2026-02-20,2026-02-20 16:01:00,16,4,Friday,2,0.5,0.866025,0,0,0,1,0,22,33.8,47.1,80.9,43.0,51.4,0
2026-02-20,2026-02-20 16:06:00,16,4,Friday,2,0.5,0.866025,0,0,0,1,0,12,34.9,37.0,71.9,22.0,33.8,0
2026-02-20,2026-02-20 16:12:00,16,4,Friday,2,0.5,0.866025,0,0,0,1,0,20,28.4,46.7,75.1,12.0,34.9,0
2026-02-20,2026-02-20 16:13:00,16,4,Friday,2,0.5,0.866025,0,0,0,1,0,13,30.3,44.5,74.8,20.0,28.4,0
2026-02-20,2026-02-20 16:22:00,16,4,Friday,2,0.5,0.866025,0,0,0,1,0,26,29.4,35.9,65.3,13.0,30.3,0
2026-02-20,2026-02-20 16:26:00,16,4,Friday,2,0.5,0.866025,0,0,0,1,0,13,37.7,47.2,85.0,26.0,29.4,0
2026-02-20,2026-02-20 16:30:00,16,4,Friday,2,0.5,0.866025,0,0,0,1,0,16,30.6,30.4,61.0,13.0,37.7,0
2026-02-20,2026-02-20 16:33:00,16,4,Friday,2,0.5,0.866025,0,0,0,1,0,18,31.4,33.0,64.4,16.0,30.6,0
2026-02-20,2026-02-20 16:34:00,16,4,Friday,2,0.5,0.866025,0,0,0,1,0,26,34.3,32.6,66.9,18.0,31.4,0
2026-02-20,2026-02-20 16:39:00,16,4,Friday,2,0.5,0.866025,0,0,0,1,0,19,37.8,46.8,84.6,26.0,34.3,0
2026-02-20,2026-02-20 16:48:00,16,4,Friday,2,0.5,0.866025,0,0,0,1,0,26,29.7,39.5,69.2,19.0,37.8,0
2026-02-20,2026-02-20 16:50:00,16,4,Friday,2,0.5,0.866025,0,0,0,1,0,15,28.5,35.9,64.4,26.0,29.7,0
